Time,Longitude,Latitude,Altitude,Roll (deg),Pitch (deg),Yaw (deg)
1790.00,-116.61,32.70194444,5233,2.75E-02,-0.83496,28.96
1794.00,-116.6058333,32.70944444,5134,-4.9658,-0.8844,28.026
1798.00,-116.6019444,32.71694444,5048,-2.7466,-1.1151,27.164
1802.00,-116.5980556,32.72472222,4966,-0.7196,-2.75E-02,26.79
1806.00,-116.5941667,32.73222222,4910,-3.4003,-0.94482,26.29
1811.00,-116.5902778,32.73972222,4816,-1.2854,-1.5765,26.071
1815.00,-116.5866667,32.74722222,4677,-4.6198,-1.9281,25.598
1819.00,-116.5830556,32.75472222,4507,-2.5983,-2.7905,24.708
1823.00,-116.5794444,32.76222222,4303,-2.8619,-3.1366,24.28
1827.00,-116.5761111,32.76972222,4113,-3.219,-1.4612,23.066
1831.00,-116.5730556,32.77722222,3965,0.92834,-1.2415,22.967
1835.00,-116.5697222,32.78444444,3821,-5.0317,-1.9061,22.451
1839.00,-116.5666667,32.79194444,3662,-10.245,-1.4886,21.638
1843.00,-116.5638889,32.79944444,3489,-23.132,-2.796,18.913
1846.00,-116.5613889,32.80694444,3259,-15.859,-3.8617,15.463
1850.00,-116.5594444,32.81444444,3008,-12.629,-2.9333,12.651
1854.00,-116.5580556,32.82222222,2801,-15.271,-1.8622,9.5361
1858.00,-116.5566667,32.82972222,2640,-25.175,-1.6974,5.191
1862.00,-116.5563889,32.8375,2475,-22.072,-1.0657,359.74
1866.00,-116.5563889,32.845,2330,-18.474,-1.2195,356.7
1870.00,-116.5569444,32.85222222,2205,-7.8113,-1.3403,353.19
1874.00,-116.5580556,32.85944444,2108,-18.655,0.75806,349.52
1878.00,-116.5594444,32.86611111,2056,-34.849,0.91187,343.33
1882.00,-116.5616667,32.8725,1994,-51.136,1.2579,330.26
1887.00,-116.5652778,32.87805556,1939,-46.132,1.2524,315.9
1891.00,-116.57,32.8825,1849,-36.508,-0.60974,306.48
1895.00,-116.5755556,32.88638889,1717,-38.139,-8.79E-02,296.83
1899.00,-116.5813889,32.88916667,1588,-32.558,0.14832,287.24
1903.00,-116.5872222,32.89083333,1468,-29.976,-0.14832,278.95
1907.00,-116.5930556,32.89166667,1348,-32.102,0.57678,270.35
1911.00,-116.5986111,32.89166667,1265,-40.682,2.8619,256.76
1915.00,-116.6036111,32.89027778,1222,-39.375,3.8177,245.62
1919.00,-116.6080556,32.88805556,1174,-31.399,4.6143,233.55
1922.00,-116.6116667,32.88527778,1149,-16.479,8.1848,226.23
1926.00,-116.615,32.88222222,1216,-3.6694,9.212,226.38
1930.00,-116.6183333,32.87916667,1272,-3.9276,8.2947,224.53
1934.00,-116.6213889,32.87611111,1294,-23.752,7.8882,219.84
1938.00,-116.6241667,32.87277778,1293,-24.554,8.0969,209.12
1942.00,-116.6261111,32.86888889,1321,-14.529,10.811,202.55
1946.00,-116.6277778,32.86527778,1397,-8.5693,11.904,199.62
1950.00,-116.6291667,32.86138889,1446,0.50537,9.657,199.2
1954.00,-116.6305556,32.8575,1454,1.225,8.3386,200.06
1958.00,-116.6319444,32.85388889,1439,0.14832,7.1301,200.47
1963.00,-116.6333333,32.85027778,1397,1.8951,6.2512,200.7
1967.00,-116.635,32.84666667,1322,2.6477,6.7841,201.46
1971.00,-116.6363889,32.84305556,1258,1.1865,8.1244,202.6
1975.00,-116.6377778,32.83972222,1206,6.394,7.9651,205.26
1979.00,-116.6394444,32.83611111,1149,0.90637,8.1024,204.46
1983.00,-116.6408333,32.83305556,1098,1.4282,7.3828,204.27
1987.00,-116.6425,32.82944444,1043,2.9773,9.4537,204.97
1991.00,-116.6441667,32.82638889,1008,1.5985,9.6515,205.58
1995.00,-116.6458333,32.82305556,989,1.1975,10.399,205.62
1998.00,-116.6475,32.81972222,983,-0.83496,8.3331,205.85
2002.00,-116.6491667,32.81638889,963,-1.5436,10.135,205
2006.00,-116.6508333,32.81277778,944,1.5051,8.7726,205.67
2010.00,-116.6525,32.80944444,916,-1.7688,7.5421,205.44
2014.00,-116.6541667,32.80611111,882,-0.30212,7.9376,205.33
2018.00,-116.6555556,32.8025,823,1.5601,7.5476,204.82
2022.00,-116.6572222,32.79916667,759,1.3843,7.4707,204.68
2026.00,-116.6588889,32.79583333,698,-1.2415,6.9324,204.7
2030.00,-116.6605556,32.7925,633,-1.9501,7.6025,204.36
2034.00,-116.6619444,32.78916667,567,-0.23071,8.4595,203.54
2039.00,-116.6633333,32.78583333,513,3.6584,8.0695,204.2
2043.00,-116.665,32.7825,471,4.0485,9.2395,205.78
2047.00,-116.6666667,32.77916667,421,-1.214,7.674,206.37
2051.00,-116.6683333,32.77583333,366,-1.1755,6.1359,205.33
2055.00,-116.67,32.7725,306,-1.4172,6.8115,204.04
2059.00,-116.6716667,32.76916667,240,2.2852,7.0862,205.69
2063.00,-116.6730556,32.76583333,171,2.7576,7.1631,205.57
2067.00,-116.6747222,32.7625,108,-0.29114,7.4652,205.94
2071.00,-116.6763889,32.75944444,50,-1.3953,10.146,205.22
2075.00,-116.6777778,32.75611111,41,-0.51086,9.245,206.2
2078.00,-116.6791667,32.75333333,40,-0.39551,8.042,205.78
2082.00,-116.6802778,32.75111111,40,0.39551,8.3936,206.27
2086.00,-116.6813889,32.74916667,38,0.67017,-0.42847,205.43
2090.00,-116.6822222,32.7475,39,0.82397,2.75E-02,205.02
2094.00,-116.6827778,32.74611111,38,-0.36255,-0.12085,204.97
2106.00,-116.6844444,32.74277778,38,-0.4834,-0.58228,203.62
2110.00,-116.6847222,32.74194444,38,-0.35706,-0.36255,203.63
2115.00,-116.685,32.74138889,38,-0.26917,-0.33508,205.4
2119.00,-116.6855556,32.74055556,38,-0.20874,-0.61523,207.99
2123.00,-116.6858333,32.74,38,-0.43396,-0.5603,207.88
2127.00,-116.6861111,32.73916667,38,-0.26917,-0.54932,204.66
2131.00,-116.6863889,32.73861111,37,-0.78552,-0.54932,205.32
2135.00,-116.6866667,32.73805556,37,-0.45593,-0.61523,205.18
2139.00,-116.6869444,32.7375,36,-0.63721,-0.52185,204.55
2143.00,-116.6872222,32.73694444,36,-0.7251,-0.54932,206.69
